title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link,matched_image,mean_rating,cluster,cluster_name,search_blob
Multivariate Data Analysis,unknown,93.63,398.0,4.4,151.0,68.0,21.0,3.0,2.0,6.0,7.72 x 1.18 x 10.24 inches,3.3,English,"Cengage Learning EMEA; 8th edition (May 22, 2018)",978-1473756540,/Multivariate-Analysis-William-author-Anderson/dp/1473756545/ref=sr_1_124?keywords=data+analysis&qid=1671164661&sr=8-124,https://www.amazon.com/Multivariate-Analysis-William-author-Anderson/dp/1473756545/ref=sr_1_124?keywords=data+analysis&qid=1671164661&sr=8-124,optimization_for_data_analysis.jpg,4.43,1,General Data Science & R/Python Basics,"Multivariate Data Analysis unknown English Cengage Learning EMEA; 8th edition (May 22, 2018) General Data Science & R/Python Basics rating 4.4 stars 4.43 151 reviews priced at $93.63 398 pages"
The Analysis of Biological Data,"[ Michael C. Whitlock,  and , Dolph Schluter]",146.12,848.0,4.3,80.0,76.0,6.0,3.0,4.0,11.0,7.73 x 1.24 x 9.04 inches,2.87,English,"W. H. Freeman; Third edition (January 6, 2020)",978-1319226237,/Analysis-Biological-Data-Michael-Whitlock/dp/131922623X/ref=sr_1_123?keywords=data+analysis&qid=1671164661&sr=8-123,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/131922623X/ref=sr_1_123?keywords=data+analysis&qid=1671164661&sr=8-123,analysis_of_economic_data.jpg,4.32,1,General Data Science & R/Python Basics,"The Analysis of Biological Data [ Michael C. Whitlock,  and , Dolph Schluter] English W. H. Freeman; Third edition (January 6, 2020) General Data Science & R/Python Basics rating 4.3 stars 4.32 80 reviews priced at $146.12 848 pages"
Python for Data Science For Dummies,"[ John Paul Mueller,  and , Luca Massaron]",19.89,496.0,4.4,194.0,62.0,22.0,9.0,3.0,3.0,7.4 x 1.2 x 9.2 inches,2.01,English,"For Dummies; 2nd edition (February 27, 2019)", ,/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_122?keywords=data+analysis&qid=1671164661&sr=8-122,https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_122?keywords=data+analysis&qid=1671164661&sr=8-122,python_for_data_science_for_dummies.jpg,4.383838383838384,0,Beginner Python & Data Analysis,"Python for Data Science For Dummies [ John Paul Mueller,  and , Luca Massaron] English For Dummies; 2nd edition (February 27, 2019) Beginner Python & Data Analysis rating 4.4 stars 4.383838383838384 194 reviews priced at $19.89 496 pages"
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,"[ Stefan Timmermans,  and , Iddo Tavory]",28.1,208.0,4.4,3.0,36.0,64.0,7.0,3.0,3.0,6 x 0.6 x 9 inches,9.6,English,"University of Chicago Press; First edition (June 6, 2022)",978-0226817736,/Data-Analysis-Qualitative-Research-Theorizing/dp/0226817733/ref=sr_1_117?keywords=data+analysis&qid=1671164661&sr=8-117,https://www.amazon.com/Data-Analysis-Qualitative-Research-Theorizing/dp/0226817733/ref=sr_1_117?keywords=data+analysis&qid=1671164661&sr=8-117,data_analysis_in_qualitative_research_theorizing_with_abductive_analysis.jpg,4.123893805309734,1,General Data Science & R/Python Basics,"Data Analysis in Qualitative Research: Theorizing with Abductive Analysis [ Stefan Timmermans,  and , Iddo Tavory] English University of Chicago Press; First edition (June 6, 2022) General Data Science & R/Python Basics rating 4.4 stars 4.123893805309734 3 reviews priced at $28.10 208 pages"
Statistics and Data Analysis Literacy for Nurses,"[ James B. Schreiber PhD,  and , Melanie Turk PhD  MSN  RN]",99.81,360.0,4.48,64.0,73.0,15.0,7.0,3.0,3.0,7.25 x 0.75 x 10.25 inches,1.33,English,"Springer Publishing Company; 1st edition (November 21, 2022)",978-0826165817,/Statistics-Data-Analysis-Literacy-Nurses/dp/0826165818/ref=sr_1_110?keywords=data+analysis&qid=1671164661&sr=8-110,https://www.amazon.com/Statistics-Data-Analysis-Literacy-Nurses/dp/0826165818/ref=sr_1_110?keywords=data+analysis&qid=1671164661&sr=8-110,statistics_and_data_analysis_for_nursing_research.jpg,4.5049504950495045,1,General Data Science & R/Python Basics,"Statistics and Data Analysis Literacy for Nurses [ James B. Schreiber PhD,  and , Melanie Turk PhD  MSN  RN] English Springer Publishing Company; 1st edition (November 21, 2022) General Data Science & R/Python Basics rating 4.48 stars 4.5049504950495045 64 reviews priced at $99.81 360 pages"
Qualitative Data Analysis: Practical Strategies,[ Pat Bazeley],54.08,584.0,4.5,9.0,61.0,24.0,15.0,3.0,3.0,7.32 x 1.32 x 9.13 inches,2.29,English,"SAGE Publications Ltd; Second edition (December 15, 2020)",978-1526404763,/Qualitative-Data-Analysis-Practical-Strategies/dp/1526404761/ref=sr_1_112?keywords=data+analysis&qid=1671164661&sr=8-112,https://www.amazon.com/Qualitative-Data-Analysis-Practical-Strategies/dp/1526404761/ref=sr_1_112?keywords=data+analysis&qid=1671164661&sr=8-112,qualitative_data_analysis_practical_strategies.jpg,4.2924528301886795,1,General Data Science & R/Python Basics,"Qualitative Data Analysis: Practical Strategies [ Pat Bazeley] English SAGE Publications Ltd; Second edition (December 15, 2020) General Data Science & R/Python Basics rating 4.5 stars 4.2924528301886795 9 reviews priced at $54.08 584 pages"
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)",unknown,14.800000000000004,155.0,4.4,334.0,67.0,18.0,9.0,2.0,3.0,6 x 0.39 x 9 inches,8.3,• How to make better business decisions using ,"Independently published (July 21, 2019)",978-1081762469,/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_106?keywords=data+analysis&qid=1671164661&sr=8-106,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_106?keywords=data+analysis&qid=1671164661&sr=8-106,statistics_for_absolute_beginners_second_edition_data_science_python_and_statistics_for_beginners.jpg,4.454545454545454,0,Beginner Python & Data Analysis,"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners) unknown • How to make better business decisions using  Independently published (July 21, 2019) Beginner Python & Data Analysis rating 4.4 stars 4.454545454545454 334 reviews priced at $14.80 155 pages"
Learning R: A Step-by-Step Function Guide to Data Analysis,[ Richard Cotton],40.99,396.0,4.4,162.0,65.0,23.0,6.0,2.0,4.0,7 x 0.82 x 9.19 inches,1.43,English,"O'Reilly Media; 1st edition (October 22, 2013)",978-1449357108,/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105,https://www.amazon.com/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105,learning_r_a_step__step_function_guide_to_data_analysis.jpg,4.43,2,Advanced Data Analysis Techniques,"Learning R: A Step-by-Step Function Guide to Data Analysis [ Richard Cotton] English O'Reilly Media; 1st edition (October 22, 2013) Advanced Data Analysis Techniques rating 4.4 stars 4.43 162 reviews priced at $40.99 396 pages"
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",[ Tiffany Bergin],48.25,296.0,4.6,46.0,70.0,22.0,8.0,3.0,3.0,6.69 x 0.67 x 9.53 inches,1.15,English,"SAGE Publications Ltd; 1st edition (November 28, 2018)",Regulating Alcohol around the World: Policy Cocktails,/Introduction-Data-Analysis-Quantitative-Qualitative/dp/144629515X/ref=sr_1_103?keywords=data+analysis&qid=1671164661&sr=8-103,https://www.amazon.com/Introduction-Data-Analysis-Quantitative-Qualitative/dp/144629515X/ref=sr_1_103?keywords=data+analysis&qid=1671164661&sr=8-103,an_introduction_to_data_analysis_quantitative_qualitative_and_mixed_methods.jpg,4.443396226415095,0,Beginner Python & Data Analysis,"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods [ Tiffany Bergin] English SAGE Publications Ltd; 1st edition (November 28, 2018) Beginner Python & Data Analysis rating 4.6 stars 4.443396226415095 46 reviews priced at $48.25 296 pages"
Data Mesh: Delivering Data-Driven Value at Scale,[ Zhamak Dehghani],56.87,384.0,4.5,138.0,72.0,14.0,8.0,6.0,3.0,6.75 x 1 x 9 inches,1.35,English,"O'Reilly Media; 1st edition (April 12, 2022)",-19%,/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_102?keywords=data+analysis&qid=1671164661&sr=8-102,https://www.amazon.com/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_102?keywords=data+analysis&qid=1671164661&sr=8-102,data_mesh_delivering_data_driven_value_at_scale.jpg,4.41747572815534,2,Advanced Data Analysis Techniques,"Data Mesh: Delivering Data-Driven Value at Scale [ Zhamak Dehghani] English O'Reilly Media; 1st edition (April 12, 2022) Advanced Data Analysis Techniques rating 4.5 stars 4.41747572815534 138 reviews priced at $56.87 384 pages"
Data Governance For Dummies (For Dummies (Computer/tech)),[ Jonathan Reichental],34.99,288.0,4.5600000000000005,64.0,73.0,15.0,7.0,3.0,3.0,7.4 x 0.7 x 9.2 inches,13.6,English,"For Dummies; 1st edition (December 8, 2022)",978-1119906773,/Data-Governance-Dummies-Jonathan-Reichental/dp/1119906776/ref=sr_1_77?keywords=data+analysis&qid=1671164651&sr=8-77,https://www.amazon.com/Data-Governance-Dummies-Jonathan-Reichental/dp/1119906776/ref=sr_1_77?keywords=data+analysis&qid=1671164651&sr=8-77,data_science_for_dummies_for_dummies_computertech.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,"Data Governance For Dummies (For Dummies (Computer/tech)) [ Jonathan Reichental] English For Dummies; 1st edition (December 8, 2022) Beginner Python & Data Analysis rating 4.5600000000000005 stars 4.5049504950495045 64 reviews priced at $34.99 288 pages"
"The Esri Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics",unknown,32.99,288.0,4.7,19.0,80.0,13.0,7.0,3.0,3.0,7.5 x 0.65 x 9.25 inches,1.45,English,"Esri Press; Second edition (January 5, 2021)",978-1589486089,/Esri-Guide-GIS-Analysis-Measurements/dp/1589486080/ref=sr_1_80?keywords=data+analysis&qid=1671164651&sr=8-80,https://www.amazon.com/Esri-Guide-GIS-Analysis-Measurements/dp/1589486080/ref=sr_1_80?keywords=data+analysis&qid=1671164651&sr=8-80,the_esri_guide_to_gis_analysis_volume_3_modeling_suitability_movement_and_interaction_the_esri_guide_to_gis_analysis_3.jpg,4.547169811320755,1,General Data Science & R/Python Basics,"The Esri Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics unknown English Esri Press; Second edition (January 5, 2021) General Data Science & R/Python Basics rating 4.7 stars 4.547169811320755 19 reviews priced at $32.99 288 pages"
Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,[ Jim Frost],24.99,355.0,4.5,140.0,75.0,13.0,6.0,4.0,2.0,6 x 0.8 x 9 inches,1.05,English,"Statistics By Jim Publishing (October 16, 2020)",978-1735431185,/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_79?keywords=data+analysis&qid=1671164651&sr=8-79,https://www.amazon.com/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_79?keywords=data+analysis&qid=1671164651&sr=8-79,regression_analysis_an_intuitive_guide_for_using_and_interpreting_linear_models.jpg,4.55,1,General Data Science & R/Python Basics,"Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models [ Jim Frost] English Statistics By Jim Publishing (October 16, 2020) General Data Science & R/Python Basics rating 4.5 stars 4.55 140 reviews priced at $24.99 355 pages"
The Kaggle Book: Data analysis and machine learning for competitive data science,"[ Konrad Banachewicz, Luca Massaron, et al.]",46.99,534.0,4.4,87.0,75.0,9.0,6.0,6.0,4.0,7.5 x 1.21 x 9.25 inches,2.0,English,"Packt Publishing (April 22, 2022)",978-1801817479,/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_74?keywords=data+analysis&qid=1671164651&sr=8-74,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_74?keywords=data+analysis&qid=1671164651&sr=8-74,the_kaggle_book_data_analysis_and_machine_learning_for_competitive_data_science.jpg,4.45,2,Advanced Data Analysis Techniques,"The Kaggle Book: Data analysis and machine learning for competitive data science [ Konrad Banachewicz, Luca Massaron, et al.] English Packt Publishing (April 22, 2022) Advanced Data Analysis Techniques rating 4.4 stars 4.45 87 reviews priced at $46.99 534 pages"
"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",[ Will Kurt],33.49,256.0,4.6,486.0,75.0,17.0,4.0,2.0,1.0,7 x 0.66 x 9.25 inches,1.1,English,"No Starch Press; Illustrated edition (July 9, 2019)",978-1593279561,/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_76?keywords=data+analysis&qid=1671164651&sr=8-76,https://www.amazon.com/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_76?keywords=data+analysis&qid=1671164651&sr=8-76,bayesian_statistics_the_fun_way_understanding_statistics_and_probability_with_star_wars_lego_and_rubber_ducks.jpg,4.646464646464646,0,Beginner Python & Data Analysis,"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks [ Will Kurt] English No Starch Press; Illustrated edition (July 9, 2019) Beginner Python & Data Analysis rating 4.6 stars 4.646464646464646 486 reviews priced at $33.49 256 pages"
Statistics and Data Analysis for Nursing Research,[ Denise Polit],125.6,456.0,4.3,242.0,67.0,13.0,9.0,5.0,6.0,8 x 0.9 x 9.95 inches,1.5,English,"Pearson; 2nd edition (August 5, 2009)", ,/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73,https://www.amazon.com/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73,statistics_and_data_analysis_for_nursing_research.jpg,4.3,1,General Data Science & R/Python Basics,"Statistics and Data Analysis for Nursing Research [ Denise Polit] English Pearson; 2nd edition (August 5, 2009) General Data Science & R/Python Basics rating 4.3 stars 4.3 242 reviews priced at $125.60 456 pages"
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,[ Florent Buisson],37.74,360.0,4.3,16.0,60.0,22.0,9.0,9.0,3.0,7 x 0.75 x 9.19 inches,1.26,English,"O'Reilly Media; 1st edition (July 6, 2021)",978-1492061373,/Behavioral-Data-Analysis-Python-Customer-Driven/dp/1492061379/ref=sr_1_72?keywords=data+analysis&qid=1671164651&sr=8-72,https://www.amazon.com/Behavioral-Data-Analysis-Python-Customer-Driven/dp/1492061379/ref=sr_1_72?keywords=data+analysis&qid=1671164651&sr=8-72,behavioral_data_analysis_with_r_and_python_customer_driven_data_for_real_business_results.jpg,4.233009708737864,2,Advanced Data Analysis Techniques,"Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results [ Florent Buisson] English O'Reilly Media; 1st edition (July 6, 2021) Advanced Data Analysis Techniques rating 4.3 stars 4.233009708737864 16 reviews priced at $37.74 360 pages"
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition","[ Stefanie Molin,  and , Ken Jee]",35.67,788.0,4.3,70.0,66.0,19.0,5.0,3.0,7.0,7.5 x 1.78 x 9.25 inches,2.93,English,"Packt Publishing; 2nd ed. edition (April 29, 2021)",978-1800563452,/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_70?keywords=data+analysis&qid=1671164651&sr=8-70,https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_70?keywords=data+analysis&qid=1671164651&sr=8-70,hands_on_data_analysis_with_pandas_a_python_data_science_handbook_for_data_collection_wrangling_analysis_and_visualization_2nd_edition.jpg,4.34,3,Practical Data Tools & Techniques,"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition [ Stefanie Molin,  and , Ken Jee] English Packt Publishing; 2nd ed. edition (April 29, 2021) Practical Data Tools & Techniques rating 4.3 stars 4.34 70 reviews priced at $35.67 788 pages"
Data Visualization with Excel Dashboards and Reports,[ Dick Kusleika],22.99,352.0,4.4,87.0,61.0,27.0,4.0,4.0,4.0,7.2 x 0.8 x 9 inches,1.27,English,"Wiley; 1st edition (January 29, 2021)",978-1119698722,/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_69?keywords=data+analysis&qid=1671164651&sr=8-69,https://www.amazon.com/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_69?keywords=data+analysis&qid=1671164651&sr=8-69,data_visualization_with_excel_dashboards_and_reports.jpg,4.37,0,Beginner Python & Data Analysis,"Data Visualization with Excel Dashboards and Reports [ Dick Kusleika] English Wiley; 1st edition (January 29, 2021) Beginner Python & Data Analysis rating 4.4 stars 4.37 87 reviews priced at $22.99 352 pages"
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python,"[ Peter Bruce, Andrew Bruce, et al.]",31.9,368.0,4.6,736.0,77.0,13.0,6.0,2.0,2.0,7 x 0.9 x 9.1 inches,1.3,English,"O'Reilly Media; 2nd edition (June 2, 2020)",978-1492072942,/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_63?keywords=data+analysis&qid=1671164651&sr=8-63,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_63?keywords=data+analysis&qid=1671164651&sr=8-63,practical_statistics_for_data_scientists_50_essential_concepts_using_r_and_python.jpg,4.61,2,Advanced Data Analysis Techniques,"Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python [ Peter Bruce, Andrew Bruce, et al.] English O'Reilly Media; 2nd edition (June 2, 2020) Advanced Data Analysis Techniques rating 4.6 stars 4.61 736 reviews priced at $31.90 368 pages"
"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition","[ Charles M. Judd, Gary H. McClelland, et al.]",68.62,366.0,4.4,30.0,74.0,5.0,11.0,5.0,5.0,7 x 0.86 x 10 inches,1.47,English,"Routledge; 3rd edition (May 8, 2017)", ,/Data-Analysis-Comparison-Approach-Regression/dp/1138819832/ref=sr_1_64?keywords=data+analysis&qid=1671164651&sr=8-64,https://www.amazon.com/Data-Analysis-Comparison-Approach-Regression/dp/1138819832/ref=sr_1_64?keywords=data+analysis&qid=1671164651&sr=8-64,data_analysis_a_model_comparison_approach_to_regression_anova_and_beyond.jpg,4.38,3,Practical Data Tools & Techniques,"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition [ Charles M. Judd, Gary H. McClelland, et al.] English Routledge; 3rd edition (May 8, 2017) Practical Data Tools & Techniques rating 4.4 stars 4.38 30 reviews priced at $68.62 366 pages"
